NU_MATRICULA,ANO_INGRESSO,SEMESTRE_INGRESSO,TIPO_INGRESSO,CAMPUS,COD_CURSO,CURSO,NATURALIDADE,UF_NATURALIDADE,PAIS_NATURALIDADE,BAIRRO_ENDERECO,CIDADE_ENDERECO,UF_ENDERECO,SEXO,DATA_NASC,COTA,TIPO_COTA,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,DEFICIENCIA
200958059,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,27/03/1999,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200956469,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,12/04/1999,N,A0,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200958650,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,14/02/2001,S,L5,ALFABETIZADO SEM CURSOS REGULARES,ENSINO FUNDAMENTAL,
200956658,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,16/12/1997,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200951045,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,20/12/1999,S,L5,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200951210,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,09/04/2001,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200956629,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,18/03/1998,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200957882,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,30/09/1999,S,L2,ENSINO MEDIO,ENSINO FUNDAMENTAL,
200958277,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,SANTA ROSA,CARUARU,PE,F,27/12/1995,S,L6,,ENSINO FUNDAMENTAL,
200960963,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CEDRO,CARUARU,PE,M,22/05/1999,S,L1,ENSINO FUNDAMENTAL,SEGUNDO GRAU INCOMPLETO,
200956542,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,NORTE,GRAVATA,PE,F,05/03/2001,N,A0,SUPERIOR INCOMPLETO,ENSINO MEDIO,
200951247,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,PRADO,GRAVATA,PE,F,18/04/2000,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200956605,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,BAIRRO NOVO,GRAVATA,PE,M,10/07/1999,N,A0,ENSINO FUNDAMENTAL,SEGUNDO GRAU INCOMPLETO,
200951044,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,22/02/2001,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200951630,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BONITO,PE,BRA,CENTRO,BONITO,PE,M,28/07/1997,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200960938,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BREJO DA MADRE DE DEUS,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,F,14/10/2000,S,L2,ENSINO MEDIO,ENSINO FUNDAMENTAL,
200958676,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BREJO DA MADRE DE DEUS,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,M,14/02/2001,S,L5,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200951220,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BREJO DA MADRE DE DEUS,PE,BRA,BOA VISTA,CARUARU,PE,M,24/08/2001,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200953096,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BREJO DA MADRE DE DEUS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,17/05/2000,N,A0,ENSINO MEDIO,ENSINO MEDIO,
200951199,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CABO DE SANTO AGOSTINHO,PE,BRA,CENTRO,GRAVATA,PE,M,06/11/2001,N,A0,ENSINO MEDIO,SUPERIOR INCOMPLETO,
200953859,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CACHOEIRINHA,PE,BRA,CENTRO,CACHOEIRINHA,PE,M,18/10/1993,N,A0,,,
200951446,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CAJAZEIRAS,PB,BRA,PETROPOLIS,CARUARU,PE,F,07/08/1999,S,L6,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200952430,2019,2,SUB-JUDICE,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CALCADO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,03/03/1990,S,L9,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,CEGUEIRA
200960951,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CAMOCIM DE SAO FELIX,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,29/05/2000,S,L2,ENSINO FUNDAMENTAL,ENSINO MEDIO,
200950563,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CAMPINA GRANDE,PB,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,02/05/1999,S,L2,ENSINO SUPERIOR,ENSINO FUNDAMENTAL,
200958668,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CAMPINAS,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,04/07/2001,S,L5,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200956619,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,COHAB I,BELO JARDIM,PE,F,15/02/2001,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200956564,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,BONITO,PE,M,03/06/2001,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200951328,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,F,02/05/2001,S,L2,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200957880,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SANTA ROSA,CARUARU,PE,F,02/07/2000,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200956573,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,VASSOURAL,CARUARU,PE,F,06/05/1999,N,A0,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200958669,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,KENNEDY,CARUARU,PE,F,07/06/1999,S,L5,SUPERIOR INCOMPLETO,ENSINO MEDIO,
200956596,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SANTA ROSA,CARUARU,PE,F,08/04/2000,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200958033,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,ALTO DO MOURA,CARUARU,PE,F,10/09/2000,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200951721,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,F,11/10/1998,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200959991,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,F,12/04/2001,S,L6,ENSINO FUNDAMENTAL,APERFEICOAMENTO,
200958496,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,F,13/02/1993,S,L1,ENSINO SUPERIOR,SUPERIOR INCOMPLETO,
200960892,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,KENNEDY,CARUARU,PE,F,19/03/2002,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200956445,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,NOVA CARUARU,CARUARU,PE,F,24/06/1998,N,A0,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200956582,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,VASSOURAL,CARUARU,PE,F,28/03/1999,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200951118,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,F,29/11/2000,S,L5,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200951482,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,UNIVERSITARIO,CARUARU,PE,M,02/10/2000,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200956668,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,RENDEIRAS,CARUARU,PE,M,03/06/1999,N,A0,ENSINO MEDIO,SUPERIOR INCOMPLETO,
200951138,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,M,04/12/2001,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200956549,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,UNIVERSITARIO,CARUARU,PE,M,05/03/2001,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200958058,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,RIACHAO,CARUARU,PE,M,06/01/1982,S,L6,,,
200958462,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,PETROPOLIS,CARUARU,PE,M,09/11/1999,S,L1,ENSINO FUNDAMENTAL,ENSINO MEDIO,
200954044,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,M,12/07/1994,N,A0,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200956499,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,INDIANOPOLIS,CARUARU,PE,M,12/10/1992,N,A0,,,
200957648,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,14/10/1998,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200951170,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,15/09/1993,S,L1,,,
200951133,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SAO FRANCISCO,CARUARU,PE,M,16/01/1997,N,A0,,,
200956646,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,17/01/2000,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200957607,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,17/10/1998,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200951090,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,17/11/2000,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200951076,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,18/01/2001,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,
200958331,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,20/07/1973,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200952987,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,INDIANOPOLIS,CARUARU,PE,M,20/12/1989,N,A0,,,
200961029,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,21/03/2001,S,L1,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200956481,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,22/04/1997,N,A0,,,
200951314,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,INDIANOPOLIS,CARUARU,PE,M,22/08/2001,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200951289,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,23/04/2001,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200958665,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,M,27/12/1999,S,L5,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200958587,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,INDIANOPOLIS,CARUARU,PE,M,29/07/2000,S,L5,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200953605,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,30/05/1998,N,A0,,,
200951789,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,31/12/1996,S,L6,,ENSINO FUNDAMENTAL,
200951393,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,CUPIRA,PE,M,11/12/2000,N,A0,ENSINO MEDIO,APERFEICOAMENTO,
200951437,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,04/09/2000,S,L1,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200960902,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,12/01/2001,S,L6,SUPERIOR INCOMPLETO,ENSINO MEDIO,
200953078,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,17/10/2001,N,A0,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200951069,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,19/11/2001,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200951268,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,31/10/2001,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200951311,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,07/10/2000,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200951566,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,17/03/2000,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200958225,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,23/07/2000,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200952508,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CORRENTES,PE,BRA,KENNEDY,CARUARU,PE,M,01/08/1995,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200958401,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CORTES,PE,BRA,CENTRO,TORITAMA,PE,M,05/01/1998,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200958311,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CUSTODIA,PE,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,F,23/03/1996,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200951074,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GARANHUNS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,12/12/1998,S,L5,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL,
200957561,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GRAVATA,PE,BRA,BOA VISTA,GRAVATA,PE,M,18/01/2001,S,L2,APERFEICOAMENTO,APERFEICOAMENTO,
200956424,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GRAVATA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,01/11/2000,N,A0,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200958619,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GRAVATA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,15/10/2000,S,L5,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200956532,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,ITAPECERICA DA SERRA,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,10/11/1999,N,A0,ENSINO FUNDAMENTAL,SEGUNDO GRAU INCOMPLETO,
200951194,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,JOAO ALFREDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,08/03/2001,S,L5,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200951093,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,JOAO PESSOA,PB,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,M,09/11/1995,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200950051,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LAJEDO,PE,BRA,SOCORRO,LAJEDO,PE,M,22/12/1996,N,A0,,,
200951308,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LAJEDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,19/04/2001,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,VISAO SUB-NORMAL OU BAIXA VISAO
200951345,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LAJEDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,24/10/2001,S,L1,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200951537,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LAJEDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,11/08/2001,S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200956414,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LAJEDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,30/11/1999,N,A0,ENSINO FUNDAMENTAL,ENSINO MEDIO,
200951084,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LIMOEIRO,PE,BRA,CENTRO,LIMOEIRO,PE,M,02/08/2001,N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL,
200951173,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LIMOEIRO DO NORTE,CE,BRA,RENDEIRAS,CARUARU,PE,F,18/05/1998,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200958683,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,MAUA,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,04/11/2000,S,L5,ENSINO FUNDAMENTAL,SEGUNDO GRAU INCOMPLETO,
200958321,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,NATAL,RN,BRA,RENDEIRAS,CARUARU,PE,F,12/12/1995,S,L6,ENSINO MEDIO,ENSINO FUNDAMENTAL,
200958188,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,OROBO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,26/01/2001,S,L6,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200951612,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,CENTRO,PALMEIRA DOS INDIOS,AL,F,12/03/1999,S,L6,ENSINO MEDIO,ENSINO FUNDAMENTAL,
200956604,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,01/12/1999,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200951052,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,DEZOITO,RECIFE,PE,M,01/10/1999,N,A0,,ALFABETIZADO SEM CURSOS REGULARES,
200958296,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,07/11/1999,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200957482,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,31/01/2000,S,L2,ENSINO SUPERIOR,SUPERIOR INCOMPLETO,
200951632,2019,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PANELAS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,21/01/2001,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200958432,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PANELAS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,30/05/2001,S,L1,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200956610,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PASSIRA,PE,BRA,BOA VISTA,GRAVATA,PE,F,27/03/1999,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200956583,2019,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PASSIRA,PE,BRA,CENTRO,PASSIRA,PE,M,16/06/1994,N,A0,,,
