NU_MATRICULA,ANO_INGRESSO,SEMESTRE_INGRESSO,TIPO_INGRESSO,CAMPUS,COD_CURSO,CURSO,NATURALIDADE,UF_NATURALIDADE,PAIS_NATURALIDADE,BAIRRO_ENDERECO,CIDADE_ENDERECO,UF_ENDERECO,SEXO,DATA_NASC,COTA,TIPO_COTA,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,DEFICIENCIA
200922960,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,25/10/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200924957,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,01/03/1997,S,L2,ENSINO FUNDAMENTAL,ENSINO MEDIO,
200923050,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,03/01/2000,S,L6,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200920997,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,05/10/1998,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200924308,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,14/04/1998,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL,
200923216,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,24/07/1999,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200926015,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BELO JARDIM,PE,BRA,CENTRO,SANHARO,PE,F,11/03/1999,S,L2,ENSINO FUNDAMENTAL,SEGUNDO GRAU INCOMPLETO,
200926000,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,01/11/2000,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200925683,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,07/03/1995,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200925743,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,08/07/1998,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200925411,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,09/08/1990,N,A0,ALFABETIZADO SEM CURSOS REGULARES,ALFABETIZADO SEM CURSOS REGULARES,
200929419,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,13/06/1993,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200925564,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,16/06/1982,N,A0,ALFABETIZADO SEM CURSOS REGULARES,ALFABETIZADO SEM CURSOS REGULARES,
200925404,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,20/03/2000,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200923995,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,20/06/1999,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL,
200922664,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,SANTO AMARO I,BEZERROS,PE,F,31/01/1991,S,L2,,,
200924994,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,04/06/1991,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200923431,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,16/06/1999,S,L2,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200924880,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,19/04/1996,S,L2,ALFABETIZADO SEM CURSOS REGULARES,ENSINO FUNDAMENTAL,
200923027,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,20/10/2000,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL,
200928438,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,M,09/06/1998,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200925225,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,21/08/1996,S,L2,,,
200925501,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BEZERROS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,30/03/1999,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200920996,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BREJO DA MADRE DE DEUS,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,F,04/07/2000,S,L6,SUPERIOR INCOMPLETO,SEGUNDO GRAU INCOMPLETO,
200922985,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,BREJO DA MADRE DE DEUS,PE,BRA,RENDEIRAS,CARUARU,PE,M,29/01/1979,N,A0,,,
200926887,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CACHOEIRINHA,PE,BRA,CENTRO,CACHOEIRINHA,PE,M,10/10/1996,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200924332,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CAMOCIM DE SAO FELIX,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,12/12/1999,S,L2,,ENSINO FUNDAMENTAL,
200925105,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARPINA,PE,BRA,CENTRO,LIMOEIRO,PE,M,20/10/1999,N,A0,ENSINO FUNDAMENTAL,APERFEICOAMENTO,
200923066,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,AGRESTINA,PE,F,27/05/1998,S,L2,ENSINO MEDIO,SUPERIOR INCOMPLETO,
200924471,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,AGRESTINA,PE,M,14/11/1992,S,L13,,ENSINO FUNDAMENTAL,DEFICIENCIA FISICA
200926726,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,AGRESTINA,PE,M,24/07/1999,S,L2,SEGUNDO GRAU INCOMPLETO,SEGUNDO GRAU INCOMPLETO,
200925914,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,AGRESTINA,PE,M,29/12/2000,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200925711,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,TANCREDO NEVES,BELO JARDIM,PE,M,27/10/2000,N,A0,,SUPERIOR INCOMPLETO,
200926051,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,ENCRUZILHADA,BEZERROS,PE,F,01/02/1996,S,L5,,SUPERIOR INCOMPLETO,
200923105,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,BEZERROS,PE,F,11/07/1999,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200925618,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,F,02/01/2000,S,L2,,SUPERIOR INCOMPLETO,
200925630,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,CACHOEIRINHA,PE,F,29/10/2000,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200925724,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,CAMOCIM DE SAO FELIX,PE,F,03/03/1987,N,A0,,,
200925816,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,JOAO MOTA,CARUARU,PE,F,04/03/1992,N,A0,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200922358,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,F,06/06/2000,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200928394,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,RENDEIRAS,CARUARU,PE,F,08/09/2000,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200925253,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,INDIANOPOLIS,CARUARU,PE,F,09/04/1997,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200925456,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SANTA ROSA,CARUARU,PE,F,09/08/1997,S,L2,ENSINO MEDIO,ENSINO FUNDAMENTAL,
200921525,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,DIVINOPOLIS,CARUARU,PE,F,10/04/2000,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,
200926109,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,JOAO MOTA,CARUARU,PE,F,11/11/2000,S,L5,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200924676,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SAO FRANCISCO,CARUARU,PE,F,18/01/1998,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200928844,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SAO FRANCISCO,CARUARU,PE,F,19/03/2000,S,L5,,ENSINO FUNDAMENTAL,
200925960,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SANTA ROSA,CARUARU,PE,F,21/01/1991,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200925943,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,F,26/02/1999,S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200925133,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,INDIANOPOLIS,CARUARU,PE,F,26/10/1995,N,A0,SUPERIOR INCOMPLETO,ENSINO SUPERIOR,
200923056,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,INDIANOPOLIS,CARUARU,PE,F,27/08/2000,S,L6,ENSINO FUNDAMENTAL,APERFEICOAMENTO,
200925689,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,M,02/07/1997,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200925320,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CAIUCA,CARUARU,PE,M,05/01/1994,N,A0,ENSINO SUPERIOR,SUPERIOR INCOMPLETO,
200925790,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,VASSOURAL,CARUARU,PE,M,05/03/1998,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200926027,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,KENNEDY,CARUARU,PE,M,06/05/2000,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200926988,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,RIACHAO,CARUARU,PE,M,10/01/1997,N,A0,,,
200925412,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SAO FRANCISCO,CARUARU,PE,M,10/04/1998,N,A0,SEGUNDO GRAU INCOMPLETO,APERFEICOAMENTO,
200925450,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,RENDEIRAS,CARUARU,PE,M,13/01/1995,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200920929,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,JOSE CARLOS DE OLIVEIRA,CARUARU,PE,M,14/04/2000,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200925054,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,SÃO JOÃO DA ESCÓCIA,CARUARU,PE,M,15/09/1999,S,L5,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200923037,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,INDIANOPOLIS,CARUARU,PE,M,17/07/1999,S,L6,SUPERIOR INCOMPLETO,ENSINO MEDIO,
200925692,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,DIVINOPOLIS,CARUARU,PE,M,19/11/1998,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200922983,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,21/06/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200924307,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,INDIANOPOLIS,CARUARU,PE,M,21/09/1995,N,A0,,,
200924963,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,22/01/1996,N,A0,,,
200923385,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,VASSOURAL,CARUARU,PE,M,22/05/2000,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200928513,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,RENDEIRAS,CARUARU,PE,M,24/07/2000,N,A0,ENSINO FUNDAMENTAL,APERFEICOAMENTO,
200925619,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,02/06/2000,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200922168,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,07/03/2000,S,L1,,SUPERIOR INCOMPLETO,
200923033,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,10/04/2000,S,L6,ALFABETIZADO SEM CURSOS REGULARES,ENSINO FUNDAMENTAL,
200925665,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,11/01/1998,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200924607,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,19/02/1999,N,A0,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200925810,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,08/06/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200926082,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,10/10/1998,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200920969,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,11/02/2000,S,L2,ENSINO FUNDAMENTAL,ENSINO MEDIO,
200923192,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,22/07/1996,S,L6,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200925409,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,SANTA CRUZ DO CAPIBARIBE,PE,M,17/04/1998,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200925784,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CARUARU,PE,BRA,CENTRO,TORITAMA,PE,M,15/02/1999,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200923230,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CATENDE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,17/12/1997,S,L6,ENSINO MEDIO,APERFEICOAMENTO,
200928457,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CUBATAO,SP,BRA,CENTRO,SURUBIM,PE,M,26/12/1997,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL,
200921363,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CUMARU,PE,BRA,ZONA RURAL,CUMARU,PE,F,29/11/1999,S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200921778,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CUPIRA,PE,BRA,GLÓRIA,CUPIRA,PE,M,06/09/1998,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200921344,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,CUPIRA,PE,BRA,CENTRO,CUPIRA,PE,M,26/12/1999,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200926179,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,FERRAZ DE VASCONCELOS,SP,BRA,CENTRO,PESQUEIRA,PE,F,25/04/1998,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200925722,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,FORTALEZA,CE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,03/02/1995,S,L6,ENSINO FUNDAMENTAL,ALFABETIZADO SEM CURSOS REGULARES,
200925321,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GARANHUNS,PE,BRA,BOA VISTA,GARANHUNS,PE,M,17/04/1999,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200921688,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GARANHUNS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,09/09/2000,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200924954,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GARANHUNS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,24/11/2000,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200922962,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GRAVATA,PE,BRA,PRADO,GRAVATA,PE,F,17/05/1999,N,A0,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,
200923011,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GRAVATA,PE,BRA,SANTO ANTONIO,GRAVATA,PE,F,20/11/1989,N,A0,,,
200925468,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,GRAVATA,PE,BRA,NORTE,GRAVATA,PE,M,20/04/1997,N,A0,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200923199,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LAGOA DOS GATOS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,17/02/1994,N,A0,,,
200925890,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LAJEDO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,28/07/2000,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200924872,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LIMOEIRO,PE,BRA,CENTRO,CUMARU,PE,M,29/05/2001,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200923047,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LIMOEIRO,PE,BRA,CENTRO,LIMOEIRO,PE,F,26/09/2000,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,
200923541,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,LIMOEIRO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,01/10/1987,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200929348,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,MACEIO,AL,BRA,NOVA CARUARU,CARUARU,PE,M,27/03/1991,N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,
200928542,2018,1,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,MAUA,SP,BRA,SANTANA,GRAVATA,PE,F,30/11/1991,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200925819,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,OLINDA,PE,BRA,CENTRO,LIMOEIRO,PE,F,01/05/1997,S,L1,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200924871,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,03/10/2000,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200925406,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,15/10/1997,N,A0,SUPERIOR INCOMPLETO,SEGUNDO GRAU INCOMPLETO,
200924932,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,31/12/1998,S,L2,ENSINO SUPERIOR,SUPERIOR INCOMPLETO,
200924416,2018,2,SISU,AGRESTE,1000,ADMINISTRAÇÃO -CAA,PALMARES,PE,BRA,SANTO ANTONIO,SURUBIM,PE,M,21/04/1986,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
